Concept,Label,Concept_Label,Lat,Long
<http://vocab.getty.edu/tgn/1025203>,Maracay,Maracay,10.25,-67.6
<http://vocab.getty.edu/tgn/1005605>,Shibuya,Shibuya,35.6667,139.7
<http://vocab.getty.edu/tgn/1025192>,Mérida,Mérida,8.6,-71.1333
<http://vocab.getty.edu/tgn/1024657>,Oxapampa,Oxapampa,-10.5667,-75.4
<http://vocab.getty.edu/tgn/1025139>,Guacara,Guacara,10.25,-67.8833
<http://vocab.getty.edu/tgn/1020827>,Belo Horizonte,Belo Horizonte,-19.9,-43.9
<http://vocab.getty.edu/tgn/1015468>,Lachine,Lachine,45.45,-73.6833
<http://vocab.getty.edu/tgn/1005209>,Nikolassee,Nikolassee,52.433333,13.2
<http://vocab.getty.edu/tgn/1016824>,Roatán,Roatán,16.3333,-86.5
<http://vocab.getty.edu/tgn/1032153>,Biscarrosse,Biscarrosse,44.394434,-1.164097
<http://vocab.getty.edu/tgn/1018545>,Tultitlán de Mariano Escobedo,Tultitlán de Mariano Escobedo,19.65,-99.15
<http://vocab.getty.edu/tgn/1025232>,Porlamar,Porlamar,10.95,-63.85
<http://vocab.getty.edu/tgn/1004824>,Karlshorst,Karlshorst,52.483333,13.533333
<http://vocab.getty.edu/tgn/1004550>,Grünau,Grünau,52.416667,13.583333
<http://vocab.getty.edu/tgn/1021493>,Goiana,Goiana,-7.5,-35
<http://vocab.getty.edu/tgn/1004421>,Elberfeld,Elberfeld,51.266667,7.133333
<http://vocab.getty.edu/tgn/1013437>,Chilliwack,Chilliwack,49.15,-121.9
<http://vocab.getty.edu/tgn/1023888>,Montería,Montería,8.75,-75.9
<http://vocab.getty.edu/tgn/1016448>,Viñales,Viñales,22.6167,-83.7167
<http://vocab.getty.edu/tgn/1025319>,Valencia,Valencia,10.2333,-67.9833
<http://vocab.getty.edu/tgn/1004491>,Friedrichsfelde,Friedrichsfelde,52.516667,13.516667
<http://vocab.getty.edu/tgn/1004375>,Dorstfeld,Dorstfeld,51.5167,7.4167
<http://vocab.getty.edu/tgn/1032662>,Cheverny,Cheverny,47.500795,1.459513
<http://vocab.getty.edu/tgn/1032928>,Dieulefit,Dieulefit,44.523408,5.064251
<http://vocab.getty.edu/tgn/1019762>,Mendoza,Mendoza,-32.8,-68.8667
<http://vocab.getty.edu/tgn/1015541>,Outremont,Outremont,45.5333,-73.6167
<http://vocab.getty.edu/tgn/1022014>,Manaus,Manaus,-3.1,-60
<http://vocab.getty.edu/tgn/1012700>,Arabian Peninsula,Arabian Peninsula,25,45
<http://vocab.getty.edu/tgn/1019035>,San Sebastían,San Sebastían,18.35,-66.9833
<http://vocab.getty.edu/tgn/1032783>,Coudekerque-Branche,Coudekerque-Branche,51.022884,2.393586
<http://vocab.getty.edu/tgn/1005616>,Siemensstadt,Siemensstadt,52.533333,13.266667
<http://vocab.getty.edu/tgn/1020019>,San Miguel de Tucumán,San Miguel de Tucumán,-26.7833,-65.25
<http://vocab.getty.edu/tgn/1032637>,Chauny,Chauny,49.615144,3.218571
<http://vocab.getty.edu/tgn/1013218>,Lake Louise,Lake Louise,51.4333,-116.1667
<http://vocab.getty.edu/tgn/1032803>,Courchevel,Courchevel,45.417452,6.651111
<http://vocab.getty.edu/tgn/1032562>,Chamonix-Mont-Blanc,Chamonix-Mont-Blanc,45.924308,6.867316
<http://vocab.getty.edu/tgn/1005928>,Wilhelmsburg,Wilhelmsburg,53.5,10
<http://vocab.getty.edu/tgn/1016408>,Pinar del Río,Pinar del Río,22.4,-83.7
<http://vocab.getty.edu/tgn/1018540>,Tula,Tula,20.05,-99.35
<http://vocab.getty.edu/tgn/1004777>,Johannisthal,Johannisthal,52.433333,13.533333
<http://vocab.getty.edu/tgn/1033136>,Fontaine-lès-Luxeuil,Fontaine-lès-Luxeuil,47.855921,6.334819
<http://vocab.getty.edu/tgn/1017322>,Cuautla,Cuautla,20.183333,-104.35
<http://vocab.getty.edu/tgn/1023605>,Quillota,Quillota,-32.883333,-71.266667
<http://vocab.getty.edu/tgn/1032354>,Bruyères,Bruyères,48.207087,6.718451
<http://vocab.getty.edu/tgn/1015183>,Vaughan,Vaughan,43.7833,-79.6
<http://vocab.getty.edu/tgn/1032635>,Chaumont-sur-Loire,Chaumont-sur-Loire,47.481081,1.189291
<http://vocab.getty.edu/tgn/1005328>,Penzing,Penzing,48.2,16.3
<http://vocab.getty.edu/tgn/1024926>,Maldonado,Maldonado,-34.95,-54.9833
<http://vocab.getty.edu/tgn/1032780>,Couches,Couches,46.86869,4.574162
<http://vocab.getty.edu/tgn/1025237>,Puerto Cabello,Puerto Cabello,10.4833,-68.0333
<http://vocab.getty.edu/tgn/1004971>,Lichterfelde,Lichterfelde,52.433333,13.316667
<http://vocab.getty.edu/tgn/1013066>,Athabasca,Athabasca,54.7333,-113.25
<http://vocab.getty.edu/tgn/1019640>,La Rioja,La Rioja,-29.4333,-66.8333
<http://vocab.getty.edu/tgn/1026822>,Zeebrugge,Zeebrugge,51.329015,3.181878
<http://vocab.getty.edu/tgn/1032609>,Charmes,Charmes,48.372196,6.291168
<http://vocab.getty.edu/tgn/1020888>,Botucatu,Botucatu,-22.8667,-48.5
<http://vocab.getty.edu/tgn/1022847>,São José dos Campos,São José dos Campos,-22.1667,-45.1
<http://vocab.getty.edu/tgn/1005761>,Travemünde,Travemünde,53.966667,10.866667
<http://vocab.getty.edu/tgn/1033385>,Hégenheim,Hégenheim,47.562511,7.526837
<http://vocab.getty.edu/tgn/1031252>,Yelverton,"""Yelverton""@en",50.483333,-4.083333
<http://vocab.getty.edu/tgn/1014026>,The Pas,The Pas,53.8167,-101.2333
<http://vocab.getty.edu/tgn/1005205>,Niederschönhausen,Niederschönhausen,52.583333,13.4
<http://vocab.getty.edu/tgn/1005874>,Wannsee,Wannsee,52.416667,13.15
<http://vocab.getty.edu/tgn/1033287>,Golfe-Juan,Golfe-Juan,43.568122,7.077435
<http://vocab.getty.edu/tgn/1015092>,Scarborough,Scarborough,43.75,-79.2
<http://vocab.getty.edu/tgn/1005692>,Sydenham,Sydenham,51.4167,-0.05
<http://vocab.getty.edu/tgn/1023566>,Parral,Parral,-36.15,-71.833333
<http://vocab.getty.edu/tgn/1004474>,Floridsdorf,Floridsdorf,48.2667,16.4
<http://vocab.getty.edu/tgn/1022404>,Pedregulho,Pedregulho,-20.25,-47.4833
<http://vocab.getty.edu/tgn/1014538>,Windsor,Windsor,45,-64.15
<http://vocab.getty.edu/tgn/1004946>,Lankwitz,Lankwitz,52.433333,13.35
<http://vocab.getty.edu/tgn/1024449>,Chimbote,Chimbote,-9.0667,-78.5667
<http://vocab.getty.edu/tgn/8709374>,Porte du Scex,"""Porte du Scex""@fr",46.349005,6.887365
<http://vocab.getty.edu/tgn/8708996>,Veytay,"""Veytay""@fr",46.309723,6.149153
<http://vocab.getty.edu/tgn/8708950>,Wity,Wity,46.749135,9.834464
<http://vocab.getty.edu/tgn/8708936>,Worblaufen,Worblaufen,46.979949,7.46339
<http://vocab.getty.edu/tgn/8709302>,Willigen,Willigen,46.733333,8.183333
<http://vocab.getty.edu/tgn/8708663>,Teugmatte,"""Teugmatte""@de",46.346123,7.677125
<http://vocab.getty.edu/tgn/8709366>,Tschärmilonga,"""Tschärmilonga""@de",46.348391,7.654695
<http://vocab.getty.edu/tgn/8709359>,Steg,"""Steg""@de",46.311974,7.763186
<http://vocab.getty.edu/tgn/8708944>,Wolfgang,Wolfgang,46.833443,9.853705
<http://vocab.getty.edu/tgn/8708680>,Ussers Gründ,"""Ussers Gründ""@de",46.380266,7.258406
<http://vocab.getty.edu/tgn/8708974>,Ze Stadlu,"""Ze Stadlu""@de",46.276384,7.867219
<http://vocab.getty.edu/tgn/8709415>,Vordere Trütlisberg,"""Vordere Trütlisberg""@de",46.420312,7.365039
<http://vocab.getty.edu/tgn/8709323>,Rohr,"""Rohr""@de",46.277047,7.856228
<http://vocab.getty.edu/tgn/8708611>,Les Condémines,"""Les Condémines""@fr",46.273547,7.464373
<http://vocab.getty.edu/tgn/8709005>,Les Ravaires,"""Les Ravaires""@fr",46.34642,7.059648
<http://vocab.getty.edu/tgn/8709000>,Lingwurm,"""Lingwurm""@de",46.310384,8.002025
<http://vocab.getty.edu/tgn/8709069>,Sous Charrière,"""Sous Charrière""@fr",46.419799,7.177132
<http://vocab.getty.edu/tgn/8708970>,Valençon,"""Valençon""@fr",46.27555,7.469902
<http://vocab.getty.edu/tgn/8708962>,Raby,"""Raby""@fr",46.27455,7.503374
<http://vocab.getty.edu/tgn/8708678>,Scie du Verger,"""Scie du Verger""@fr",46.379835,6.158177
<http://vocab.getty.edu/tgn/8708658>,Les Taules,"""Les Taules""@fr",46.345911,7.507282
<http://vocab.getty.edu/tgn/8708607>,Hohfluh,"""Hohfluh""@de",46.273032,7.882326
<http://vocab.getty.edu/tgn/8709325>,Prés Rouliers,"""Prés Rouliers""@fr",46.277121,6.970828
<http://vocab.getty.edu/tgn/8708657>,Zen Achru,"""Zen Achru""@de",46.345816,8.043133
<http://vocab.getty.edu/tgn/8709333>,Le Bouillet,"""Le Bouillet""@fr",46.277812,7.026329
<http://vocab.getty.edu/tgn/8709397>,L'Essert,"""L'Essert""@fr",46.384269,6.835318
<http://vocab.getty.edu/tgn/8708991>,Howang,"""Howang""@de",46.309462,7.89166
<http://vocab.getty.edu/tgn/8708669>,Lüsga,"""Lüsga""@de",46.379275,7.984136
<http://vocab.getty.edu/tgn/8709339>,Unners Nesseltal,"""Unners Nesseltal""@de",46.27839,8.01449
<http://vocab.getty.edu/tgn/8709328>,Les Pars,"""Les Pars""@fr",46.277199,7.087317
<http://vocab.getty.edu/tgn/8709355>,Rüfi,"""Rüfi""@de",46.311775,7.649585
<http://vocab.getty.edu/tgn/8709408>,Vorderi Wispile,"""Vorderi Wispile""@de",46.385546,7.294468
<http://vocab.getty.edu/tgn/8709008>,Oberdietu,"""Oberdietu""@de",46.346887,7.629325
<http://vocab.getty.edu/tgn/8709665>,Wieseneralp,Wieseneralp,46.713362,9.701131
<http://vocab.getty.edu/tgn/8708655>,Pont Béné,"""Pont Béné""@fr",46.345461,6.153452
<http://vocab.getty.edu/tgn/8709307>,Wiler,Wiler,46.713166,7.730728
<http://vocab.getty.edu/tgn/8709681>,Wengi,Wengi,47.083864,7.399255
<http://vocab.getty.edu/tgn/8708995>,Tannay,"""Tannay""@fr",46.309699,6.178509
<http://vocab.getty.edu/tgn/8709032>,Folljeret,"""Folljeret""@de",46.381016,7.643779
<http://vocab.getty.edu/tgn/8708955>,Winklen,Winklen,46.601279,7.651959
<http://vocab.getty.edu/tgn/8709035>,Noville,"""Noville""@fr",46.381214,6.900032
<http://vocab.getty.edu/tgn/8708700>,Usseri Tüüffi,"""Usseri Tüüffi""@de",46.41717,7.332372
<http://vocab.getty.edu/tgn/8709346>,Tsalan d'Arbaz,"""Tsalan d'Arbaz""@fr",46.311224,7.397211
<http://vocab.getty.edu/tgn/8708690>,Schwenni,"""Schwenni""@de",46.415834,8.166028
<http://vocab.getty.edu/tgn/8709357>,Wier,"""Wier""@de",46.311927,7.896953
<http://vocab.getty.edu/tgn/8709045>,Hegi,"""Hegi""@de",46.382603,8.07075
<http://vocab.getty.edu/tgn/8708992>,Lingwurm,"""Lingwurm""@de",46.309502,8.004317
<http://vocab.getty.edu/tgn/8709012>,Rafji,"""Rafji""@de",46.347268,7.98221
<http://vocab.getty.edu/tgn/8708998>,Eggen,"""Eggen""@de",46.309885,7.879103
<http://vocab.getty.edu/tgn/8708677>,Plaines Joux,"""Plaines Joux""@fr",46.379833,7.074274
<http://vocab.getty.edu/tgn/8709072>,Uf der Flue,"""Uf der Flue""@de",46.42022,7.342789
<http://vocab.getty.edu/tgn/8709002>,Tschüdanga,"""Tschüdanga""@de",46.310819,7.586283
<http://vocab.getty.edu/tgn/8709364>,Illarsaz,"""Illarsaz""@fr",46.312495,6.928775
<http://vocab.getty.edu/tgn/8708688>,Le Saugy,"""Le Saugy""@fr",46.380712,6.840044
<http://vocab.getty.edu/tgn/8708948>,Wohlen,Wohlen,46.972336,7.358493
<http://vocab.getty.edu/tgn/8708674>,Hockmatta,"""Hockmatta""@de",46.379613,8.134195
<http://vocab.getty.edu/tgn/8708625>,Venthône,"""Venthône""@fr",46.306551,7.527849
<http://vocab.getty.edu/tgn/8709320>,Le Turé,"""Le Turé""@fr",46.276823,7.317147
<http://vocab.getty.edu/tgn/8709365>,Mollens,"""Mollens""@fr",46.31258,7.518997
<http://vocab.getty.edu/tgn/8708646>,Versvey,"""Versvey""@fr",46.344569,6.935283
<http://vocab.getty.edu/tgn/8709394>,Wengi,"""Wengi""@de",46.384003,8.141632
<http://vocab.getty.edu/tgn/8709410>,Martisberg,"""Martisberg""@de",46.385633,8.099978
<http://vocab.getty.edu/tgn/8708971>,Griebjini Unnerstafil,"""Griebjini Unnerstafil""@de",46.275997,7.68567
<http://vocab.getty.edu/tgn/8709017>,Vougny,"""Vougny""@fr",46.347686,7.057094
<http://vocab.getty.edu/tgn/8709350>,La Crêta,"""La Crêta""@fr",46.311472,7.334529
<http://vocab.getty.edu/tgn/8709054>,Netzbord,"""Netzbord""@de",46.418494,7.791302
<http://vocab.getty.edu/tgn/8708632>,Nayes,"""Nayes""@fr",46.307457,7.510255
<http://vocab.getty.edu/tgn/8709344>,Glogga,"""Glogga""@de",46.311066,7.849496
<http://vocab.getty.edu/tgn/8709043>,Praz Riond,"""Praz Riond""@fr",46.382438,6.919576
<http://vocab.getty.edu/tgn/8708953>,Witikon,Witikon,47.357007,8.599668
<http://vocab.getty.edu/tgn/8708937>,Worben,Worben,47.098911,7.288649
<http://vocab.getty.edu/tgn/8708628>,Schliecht,"""Schliecht""@de",46.306904,7.870451
<http://vocab.getty.edu/tgn/8709669>,Wiedikon,Wiedikon,47.366667,8.516667
<http://vocab.getty.edu/tgn/8709379>,Le Truchaud,"""Le Truchaud""@fr",46.349342,7.142341
<http://vocab.getty.edu/tgn/8708635>,Gorbji,"""Gorbji""@de",46.308014,7.899606
<http://vocab.getty.edu/tgn/8709014>,Le Vioz,"""Le Vioz""@fr",46.347283,7.152008
<http://vocab.getty.edu/tgn/8708622>,Le Partset,"""Le Partset""@fr",46.306264,7.420651
<http://vocab.getty.edu/tgn/8709303>,Wileroltigen,Wileroltigen,46.970266,7.239444
<http://vocab.getty.edu/tgn/8708999>,Le Dailley,"""Le Dailley""@fr",46.31023,7.413383
<http://vocab.getty.edu/tgn/8708983>,Warbflie,"""Warbflie""@de",46.308853,7.931225
<http://vocab.getty.edu/tgn/8709308>,Wiler,"""Wiler""@de",46.403152,7.78161
<http://vocab.getty.edu/tgn/8708967>,La Place,"""La Place""@fr",46.275191,7.41081
<http://vocab.getty.edu/tgn/8709022>,Stafel,"""Stafel""@de",46.348033,7.719635
<http://vocab.getty.edu/tgn/8708639>,Susten,"""Susten""@de",46.308586,7.641502
<http://vocab.getty.edu/tgn/8709051>,Weissenried,"""Weissenried""@de",46.418169,7.805509
<http://vocab.getty.edu/tgn/8708975>,Villa,"""Villa""@fr",46.276425,7.414734
<http://vocab.getty.edu/tgn/8709376>,Mählböum,"""Mählböum""@de",46.349194,7.981995
<http://vocab.getty.edu/tgn/8708640>,Les Ilons,"""Les Ilons""@fr",46.308588,6.930525
<http://vocab.getty.edu/tgn/8708672>,Lioson,"""Lioson""@fr",46.379452,7.004654
<http://vocab.getty.edu/tgn/8708949>,Witzwil,Witzwil,46.987759,7.075543
<http://vocab.getty.edu/tgn/8709678>,Wergenstein,Wergenstein,46.626549,9.406912
<http://vocab.getty.edu/tgn/8709305>,Wiler,Wiler,47.15059,7.556574
<http://vocab.getty.edu/tgn/8708958>,Ollon,"""Ollon""@fr",46.274213,7.478257
<http://vocab.getty.edu/tgn/8708981>,Z'Chummu,"""Z'Chummu""@de",46.308795,7.822062
<http://vocab.getty.edu/tgn/8708986>,Glarey,"""Glarey""@fr",46.309284,7.307577
<http://vocab.getty.edu/tgn/8709053>,Uf der Flue,"""Uf der Flue""@de",46.418364,7.435261
<http://vocab.getty.edu/tgn/8709040>,Fystertellä,"""Fystertellä""@de",46.382039,7.755117
<http://vocab.getty.edu/tgn/8709380>,Oberried,"""Oberried""@de",46.351544,8.01461
<http://vocab.getty.edu/tgn/8709404>,Vers les Lacs,"""Vers les Lacs""@fr",46.385214,7.116268
<http://vocab.getty.edu/tgn/8708964>,Pont Chalais,"""Pont Chalais""@fr",46.274951,7.509834
<http://vocab.getty.edu/tgn/8710444>,Fennumanihüs,"""Fennumanihüs""@de",46.317832,7.964111
<http://vocab.getty.edu/tgn/8709775>,Weritzalp,"""Weritzalp""@de",46.422057,7.794388
<http://vocab.getty.edu/tgn/8710150>,L'Etivaz,"""L'Etivaz""@fr",46.424766,7.146213
<http://vocab.getty.edu/tgn/8710088>,Schalba,"""Schalba""@de",46.316526,7.925463
<http://vocab.getty.edu/tgn/8709772>,Stiereläger,"""Stiereläger""@de",46.388316,7.449638
<http://vocab.getty.edu/tgn/8709790>,Rufibord,"""Rufibord""@de",46.423211,8.179943
<http://vocab.getty.edu/tgn/8710464>,Nieschbord,"""Nieschbord""@de",46.356262,8.020414
<http://vocab.getty.edu/tgn/8709760>,Petit Eysins,"""Petit Eysins""@fr",46.387596,6.206746
<http://vocab.getty.edu/tgn/8709682>,Muraz,"""Muraz""@fr",46.278828,6.929165
<http://vocab.getty.edu/tgn/8710471>,Planedri,"""Planedri""@de",46.356976,7.625181
<http://vocab.getty.edu/tgn/8709686>,Holz,"""Holz""@de",46.279188,7.791818
<http://vocab.getty.edu/tgn/8710075>,Finnen,"""Finnen""@de",46.314836,7.8966
<http://vocab.getty.edu/tgn/8709720>,In de Fäldu,"""In de Fäldu""@de",46.313106,7.94577
<http://vocab.getty.edu/tgn/8710422>,Mittelems,"""Mittelems""@de",46.284555,7.694561
<http://vocab.getty.edu/tgn/8710117>,Saint Gingolph,"""Saint Gingolph""@fr",46.389509,6.804575
<http://vocab.getty.edu/tgn/8709698>,Noës,"""Noës""@fr",46.280305,7.504887
<http://vocab.getty.edu/tgn/8709752>,Les Tourniaux,"""Les Tourniaux""@fr",46.385908,6.187994
<http://vocab.getty.edu/tgn/8710079>,Mettje,"""Mettje""@de",46.31526,7.707418
<http://vocab.getty.edu/tgn/8709727>,Orgevaux,"""Orgevaux""@fr",46.313944,7.146971
<http://vocab.getty.edu/tgn/8709767>,Perrausa,"""Perrausa""@fr",46.387984,6.90518
<http://vocab.getty.edu/tgn/8710095>,Vers-l'Eglise,"""Vers-l'Eglise""@fr",46.35371,7.131597
<http://vocab.getty.edu/tgn/8710108>,Moulin de l'Oie,"""Moulin de l'Oie""@fr",46.354574,6.170056
<http://vocab.getty.edu/tgn/8709713>,Riedalpji,"""Riedalpji""@de",46.312963,8.042477
<http://vocab.getty.edu/tgn/8710065>,La Rochette,"""La Rochette""@fr",46.28373,6.917425
<http://vocab.getty.edu/tgn/8709709>,Plans Mayens,"""Plans Mayens""@fr",46.312808,7.461941
<http://vocab.getty.edu/tgn/8710058>,Ganterwald,"""Ganterwald""@de",46.283184,8.037487
<http://vocab.getty.edu/tgn/8709773>,Uf en Egga,"""Uf en Egga""@de",46.388436,8.147981
<http://vocab.getty.edu/tgn/8710441>,Gassmatte,"""Gassmatte""@de",46.317541,7.932278
<http://vocab.getty.edu/tgn/8710084>,Wasserleite,"""Wasserleite""@de",46.315748,7.793588
<http://vocab.getty.edu/tgn/8709697>,Le Mayentset,"""Le Mayentset""@fr",46.279975,7.306482
<http://vocab.getty.edu/tgn/8710107>,L'Etrey,"""L'Etrey""@fr",46.354494,7.101998
<http://vocab.getty.edu/tgn/8710071>,Mayen,"""Mayen""@fr",46.314506,6.882865
<http://vocab.getty.edu/tgn/8709684>,Ze Massoltru,"""Ze Massoltru""@de",46.279088,7.70196
<http://vocab.getty.edu/tgn/8709757>,Goltschenried,"""Goltschenried""@de",46.387223,7.754363
<http://vocab.getty.edu/tgn/8710450>,Felscher,"""Felscher""@de",46.355051,8.034705
<http://vocab.getty.edu/tgn/8709755>,Uf de Fure,"""Uf de Fure""@de",46.386252,7.262081
<http://vocab.getty.edu/tgn/8709764>,Üssers Aletschi,"""Üssers Aletschi""@de",46.387918,7.999213
<http://vocab.getty.edu/tgn/8709706>,Saint German,"""Saint German""@de",46.31267,7.821281
<http://vocab.getty.edu/tgn/8710081>,Tsassevoué,"""Tsassevoué""@fr",46.31542,7.424772
<http://vocab.getty.edu/tgn/8710124>,Signy,"""Signy""@fr",46.390456,6.199005
<http://vocab.getty.edu/tgn/8710120>,L'Ortier,"""L'Ortier""@fr",46.38992,7.095132
<http://vocab.getty.edu/tgn/8710462>,Tresseleire,"""Tresseleire""@fr",46.356225,7.019798
<http://vocab.getty.edu/tgn/8709744>,Le Temeley,"""Le Temeley""@fr",46.352001,7.007971
<http://vocab.getty.edu/tgn/8709693>,Sankt Triphon-Gare,"""Sankt Triphon-Gare""@de",46.27967,6.970887
<http://vocab.getty.edu/tgn/8710077>,Mili,"""Mili""@de",46.31512,7.871289
<http://vocab.getty.edu/tgn/8710089>,Sulzacher,"""Sulzacher""@de",46.316544,7.890765
<http://vocab.getty.edu/tgn/8710085>,Prodéfure,"""Prodéfure""@fr",46.315908,7.442953
<http://vocab.getty.edu/tgn/8709736>,Tunetschalpa,"""Tunetschalpa""@de",46.351074,8.061084
<http://vocab.getty.edu/tgn/8710053>,Prupräsu,"""Prupräsu""@de",46.282956,7.700722
<http://vocab.getty.edu/tgn/8710448>,Tännji,"""Tännji""@de",46.318217,7.71283
<http://vocab.getty.edu/tgn/8710416>,Luc,"""Luc""@fr",46.284205,7.419696
<http://vocab.getty.edu/tgn/8710066>,Widubrunnu,"""Widubrunnu""@de",46.283751,7.683893
<http://vocab.getty.edu/tgn/8709759>,Topfelsberg,"""Topfelsberg""@de",46.387576,7.239668
<http://vocab.getty.edu/tgn/8709685>,Les Toules,"""Les Toules""@fr",46.279117,7.319364
<http://vocab.getty.edu/tgn/8710046>,Rothwald,"""Rothwald""@de",46.281336,8.041766
<http://vocab.getty.edu/tgn/8710401>,Walkringen,Walkringen,46.948556,7.620404
<http://vocab.getty.edu/tgn/8709763>,Sazième,"""Sazième""@fr",46.38782,7.18556
<http://vocab.getty.edu/tgn/8709754>,Wasen,"""Wasen""@de",46.38598,8.13096
<http://vocab.getty.edu/tgn/8710394>,Walterswil,Walterswil,47.11566,7.77887
<http://vocab.getty.edu/tgn/8710059>,Wase,"""Wase""@de",46.283185,8.053214
<http://vocab.getty.edu/tgn/8710129>,Les Parchets,"""Les Parchets""@fr",46.391105,7.095797
<http://vocab.getty.edu/tgn/8710055>,Saint Romain,"""Saint Romain""@fr",46.283023,7.412388
<http://vocab.getty.edu/tgn/8710086>,Wägscheitu,"""Wägscheitu""@de",46.31624,7.915772
<http://vocab.getty.edu/tgn/8710113>,Ritena,"""Ritena""@de",46.388928,8.109625
<http://vocab.getty.edu/tgn/8710083>,La Cheurgne,"""La Cheurgne""@fr",46.31572,6.860865
<http://vocab.getty.edu/tgn/8709742>,Miljüt,"""Miljüt""@de",46.351662,7.611579
<http://vocab.getty.edu/tgn/8710145>,Pâquier Martin,"""Pâquier Martin""@fr",46.42454,7.17151
<http://vocab.getty.edu/tgn/8709770>,Glutten,"""Glutten""@de",46.388023,8.103088
<http://vocab.getty.edu/tgn/8709776>,Platz,"""Platz""@de",46.422062,7.811687
<http://vocab.getty.edu/tgn/8710138>,Pâquier Clavel,"""Pâquier Clavel""@fr",46.42396,7.07734
<http://vocab.getty.edu/tgn/8710411>,Villy,"""Villy""@fr",46.283902,6.996824
<http://vocab.getty.edu/tgn/8710136>,Fieschertal,"""Fieschertal""@de",46.423879,8.143426
<http://vocab.getty.edu/tgn/8710109>,Planinong,"""Planinong""@de",46.354574,7.612899
<http://vocab.getty.edu/tgn/8709688>,Staldbach,"""Staldbach""@de",46.279361,7.883438
<http://vocab.getty.edu/tgn/8710433>,Ziettes,"""Ziettes""@fr",46.317116,7.529999
<http://vocab.getty.edu/tgn/8710067>,Ober Rotafen,"""Ober Rotafen""@de",46.314044,7.671227
<http://vocab.getty.edu/tgn/8710034>,Weissenbach,Weissenbach,46.606132,7.374998
<http://vocab.getty.edu/tgn/8710418>,Le Seudey,"""Le Seudey""@fr",46.284307,7.321556
<http://vocab.getty.edu/tgn/8710074>,Revereulaz,"""Revereulaz""@fr",46.314827,6.877045
<http://vocab.getty.edu/tgn/8710440>,Rarnerkumme,"""Rarnerkumme""@de",46.317497,7.804394
<http://vocab.getty.edu/tgn/8710038>,Weiermoos,Weiermoos,46.75,7.5
<http://vocab.getty.edu/tgn/8710073>,Les Fignards,"""Les Fignards""@fr",46.31474,6.865332
<http://vocab.getty.edu/tgn/8709762>,Vendôme,"""Vendôme""@fr",46.387713,6.138898
<http://vocab.getty.edu/tgn/8710443>,La Daille,"""La Daille""@fr",46.317678,7.506526
<http://vocab.getty.edu/tgn/8710110>,Pertuis,"""Pertuis""@fr",46.354778,7.034395
<http://vocab.getty.edu/tgn/8710050>,Visse,"""Visse""@fr",46.282589,7.311712
<http://vocab.getty.edu/tgn/8709746>,Wyden,"""Wyden""@de",46.352761,8.018934
<http://vocab.getty.edu/tgn/8710141>,Eisten,"""Eisten""@de",46.424143,7.825186
<http://vocab.getty.edu/tgn/8710403>,Guggine,"""Guggine""@de",46.283755,7.677606
<http://vocab.getty.edu/tgn/8709728>,Servaison,"""Servaison""@fr",46.350252,7.07758
<http://vocab.getty.edu/tgn/8710428>,Le Mentahry,"""Le Mentahry""@fr",46.316835,7.459277
<http://vocab.getty.edu/tgn/8710049>,Zentriegen,"""Zentriegen""@de",46.282213,7.825166
<http://vocab.getty.edu/tgn/8710097>,Sur le Buis,"""Sur le Buis""@fr",46.35383,7.099887
<http://vocab.getty.edu/tgn/8710435>,Meinimatte,"""Meinimatte""@de",46.317212,7.920191
<http://vocab.getty.edu/tgn/8710420>,Le Contor,"""Le Contor""@fr",46.284364,7.430406
<http://vocab.getty.edu/tgn/8709708>,Tsarein,"""Tsarein""@fr",46.312802,7.301483
<http://vocab.getty.edu/tgn/8710101>,Les Planches,"""Les Planches""@fr",46.3542,7.055508
<http://vocab.getty.edu/tgn/8710410>,Obri Senggalp,"""Obri Senggalp""@de",46.28389,7.758605
<http://vocab.getty.edu/tgn/8710122>,Uf en Egga,"""Uf en Egga""@de",46.390254,8.151523
<http://vocab.getty.edu/tgn/8709700>,Saxonne,"""Saxonne""@fr",46.280565,7.406999
<http://vocab.getty.edu/tgn/8710794>,Ziehnshischinu,"""Ziehnshischinu""@de",46.318727,7.934787
<http://vocab.getty.edu/tgn/8711155>,Torgon,"""Torgon""@fr",46.320257,6.876048
<http://vocab.getty.edu/tgn/8710473>,Tranchepied,"""Tranchepied""@fr",46.391958,6.162672
<http://vocab.getty.edu/tgn/8710486>,Le Viez,"""Le Viez""@fr",46.394269,6.220179
<http://vocab.getty.edu/tgn/8711157>,Hofstette,"""Hofstette""@de",46.320318,7.96732
<http://vocab.getty.edu/tgn/8710776>,Pallueyres,"""Pallueyres""@fr",46.285618,7.030491
<http://vocab.getty.edu/tgn/8710867>,Tellialp,"""Tellialp""@de",46.428817,7.8179
<http://vocab.getty.edu/tgn/8710851>,Twäregg,"""Twäregg""@de",46.397387,7.340545
<http://vocab.getty.edu/tgn/8710492>,Restialp,"""Restialp""@de",46.394751,7.738879
<http://vocab.getty.edu/tgn/8711136>,Undri Senggalp,"""Undri Senggalp""@de",46.287279,7.758148
<http://vocab.getty.edu/tgn/8711172>,Retaud,"""Retaud""@fr",46.359567,7.198373
<http://vocab.getty.edu/tgn/8710805>,Grischetu,"""Grischetu""@de",46.319274,7.601664
